exp,epoch,horizon_steps,event,group,peak,mse_h,mse_u,mse_v,mse_mean,csi_all,csi_int,bias_mean,wet_frac_pred,wet_frac_gt,wet_frac_delta,false_pos_rate,false_neg_rate
E4_pushforward,900,6,Group_2_peak_1600_Group_2_peak_1600_0_0-80_interpolated.pkl,2,1600,0.030078702166377064,0.006892591233524496,0.001715100306850843,0.012895464568917466,0.8279674796747968,0.8251239669421487,-0.025415069634806327,0.1788386618019912,0.16257497990229422,0.016263681899696986,0.024488281491558964,0.008224599591861975
E4_pushforward,900,12,Group_2_peak_1600_Group_2_peak_1600_0_0-80_interpolated.pkl,2,1600,0.16006468597814696,0.036956399572628994,0.015920622812336256,0.07098056945437074,0.71529284164859,0.7126960963152135,-0.11420768901505782,0.2764825922948488,0.3041246676148661,-0.027642075320017334,0.03487724939706883,0.06251932471708614
E4_pushforward,900,24,Group_2_peak_1600_Group_2_peak_1600_0_0-80_interpolated.pkl,2,1600,0.24817221115614596,0.050111025891488026,0.014742012574190336,0.10434174987394144,0.5767330677290836,0.5733333333333334,-0.10525264531221012,0.2749984540226331,0.33065363923072166,-0.05565518520808854,0.054294725125224166,0.10994991033331272
E4_pushforward,900,6,Group_4_peak_2000_Group_4_peak_2000_0_0-80_interpolated.pkl,4,2000,0.02044508422204414,0.009181520586433548,0.002031560273958831,0.010552721694145506,0.8560837331007414,0.8528756130182791,0.0010368659024365086,0.13369612268876382,0.12330715478325398,0.010388967905509847,0.015397934574237833,0.00500896666872797
E4_pushforward,900,12,Group_4_peak_2000_Group_4_peak_2000_0_0-80_interpolated.pkl,4,2000,0.6627498415539083,0.1443760697519187,0.03446015875431513,0.2805286900200474,0.5533239606346656,0.5487928585920064,-0.2868669101903098,0.18292004205058437,0.2891596067033579,-0.10623956465277351,0.015645290952940448,0.12188485560571394
E4_pushforward,900,24,Group_4_peak_2000_Group_4_peak_2000_0_0-80_interpolated.pkl,4,2000,0.2237434899846659,0.038027942437835194,0.010919461105096473,0.0908969645091992,0.5595323741007194,0.555535390199637,-0.11754426749176768,0.2352359161461876,0.2947869643188424,-0.059551048172654775,0.045946447344010884,0.10549749551666564
E4_pushforward,900,6,Group_1_peak_1200_Group_1_peak_1200_0_0-80_interpolated.pkl,1,1200,0.020306263292134138,0.006617562424870546,0.0014245231147759529,0.009449449610593545,0.8159943382873319,0.8126801152737753,0.015466845873726019,0.1706759013048049,0.14049842310308577,0.03017747820171912,0.03116690371652959,0.000989425514810463
E4_pushforward,900,12,Group_1_peak_1200_Group_1_peak_1200_0_0-80_interpolated.pkl,1,1200,0.11972980125369868,0.026829300613412727,0.007687985007881369,0.05141569562499759,0.6709245742092458,0.6675542810323638,-0.038144077723045886,0.2701750046379321,0.2332570651165667,0.036917939521365406,0.06864139508997588,0.031723455568610476
E4_pushforward,900,24,Group_1_peak_1200_Group_1_peak_1200_0_0-80_interpolated.pkl,1,1200,0.18460384383476144,0.039965310118492636,0.010836744584779736,0.07846863284601127,0.6347434743474347,0.6314259763851044,-0.10444736321482129,0.2732669593717148,0.28210994991033334,-0.008842990538618534,0.05831426627914167,0.06715725681776019
E4_pushforward,900,6,Group_1_peak_2400_Group_1_peak_2400_0_0-80_interpolated.pkl,1,2400,0.044046531078069134,0.009997769857713964,0.0038586967956445142,0.019300999243809205,0.8311638591117917,0.8295322767684576,-0.031242194625989424,0.2978170799579494,0.28755179024179084,0.010265289716158588,0.03240368561004267,0.022138395893884114
E4_pushforward,900,12,Group_1_peak_2400_Group_1_peak_2400_0_0-80_interpolated.pkl,1,2400,0.21221009542403835,0.04282466158033843,0.026340321421020642,0.09379169280846582,0.7150837988826816,0.713176218532405,-0.17371211630774225,0.35730628903592854,0.43386308824438813,-0.07655679920845959,0.027951270793395586,0.10450807000185518
