,run_name,method,mesh,epoch,n_events,horizon_step,horizon_hours,csi_mean,csi_std,l1_h_mean,l1_h_std,l1_u_mean,l1_u_std,l1_v_mean,l1_v_std,mse_h_mean,mse_h_std,mse_u_mean,mse_u_std,mse_v_mean,mse_v_std
37,Experiment 5@900,Experiment 5,multimesh,900,16,38,19.0,0.8074278237077477,0.04777562882650694,0.1308453450910747,0.017484109236582095,0.08255158038809896,0.007910510942253798,0.033601700561121106,0.0073152370241898355,0.09364486020058393,0.01612322682609654,0.04337830049917102,0.008888104701273202,0.01155878117424436,0.002190588014088764
38,Experiment 5@900,Experiment 5,multimesh,900,16,39,19.5,0.8015749503327684,0.04917931155066836,0.13671742239966989,0.018981506559599674,0.08585985377430916,0.008694316803339175,0.035913033061660826,0.008354251460087354,0.09872791822999716,0.017108526882092377,0.04480844584759325,0.007710417437014491,0.012436839984729886,0.0023278552968596148
39,Experiment 5@900,Experiment 5,multimesh,900,16,40,20.0,0.7968229961505762,0.0495760822011634,0.1436442299745977,0.02049044524863159,0.08949569845572114,0.009400801183653714,0.03857849328778684,0.009498776207216031,0.10558878257870674,0.01923377410837952,0.046693105250597,0.007332533765623898,0.013479891291353852,0.0026201500769341534
40,Experiment 5@900,Experiment 5,multimesh,900,16,41,20.5,0.7908945439571247,0.05127427944708803,0.15106945810839534,0.021822581349210553,0.09343436174094677,0.01010902156714618,0.0414288395550102,0.010689688471935414,0.11299061588943005,0.021003804232842767,0.0489358096383512,0.0072671171299880195,0.01462333113886416,0.0030084542203926657
41,Experiment 5@900,Experiment 5,multimesh,900,16,42,21.0,0.7843837236836837,0.05404241654692329,0.15932860923931003,0.02289216941083248,0.09781990386545658,0.010571658741786269,0.044640959589742124,0.011830194119532103,0.12233970500528812,0.021929284121799363,0.052009600680321455,0.007430466472557068,0.01594112766906619,0.003487620752128029
42,Experiment 5@900,Experiment 5,multimesh,900,16,43,21.5,0.779782455713657,0.05226112114842985,0.16819309070706367,0.023492630104486142,0.10242920881137252,0.010777463280928469,0.04797645064536482,0.012879787277220759,0.13295740261673927,0.022607854993399207,0.05542549933306873,0.00803141849922226,0.01720824238145724,0.003942471231484591
43,Experiment 5@900,Experiment 5,multimesh,900,16,44,22.0,0.771173757498291,0.043899534084742696,0.17816613614559174,0.023192557758446565,0.10722798947244883,0.010458805436989694,0.0516288923099637,0.013308411794217493,0.14616308314725757,0.023214233781803803,0.05974238063208759,0.00940802851335581,0.018744498898740858,0.004361896755294379
44,Experiment 5@900,Experiment 5,multimesh,900,16,45,22.5,0.7630635389618545,0.042644637509283566,0.18758648820221424,0.022190406294832113,0.11217505484819412,0.01037138346922578,0.05571789597161114,0.013574007401768954,0.1581276203505695,0.023434974845395702,0.06394386570900679,0.011213775825058394,0.020538096432574093,0.004842101277609329
45,Experiment 5@900,Experiment 5,multimesh,900,16,46,23.0,0.7538912647926608,0.04726579602393728,0.1969789220020175,0.021426623152086138,0.11689488124102354,0.010342417057391123,0.05995346326380968,0.013633696862565447,0.16867666598409414,0.022895895049368113,0.06753459945321083,0.012265477362030345,0.022407411597669125,0.005277702545561925
46,Experiment 5@900,Experiment 5,multimesh,900,16,47,23.5,0.7543842614240048,0.03890156927144318,0.20523866266012192,0.021057774411014134,0.12055038847029209,0.009748592054282475,0.0630744444206357,0.013447227067683701,0.17820967640727758,0.01977218003419258,0.07054437277838588,0.011662371425414137,0.02373670699307695,0.005200631945055541
47,Experiment 5@900,Experiment 5,multimesh,900,16,48,24.0,0.7538195146765757,0.03860363399472164,0.21156503818929195,0.02119848671906932,0.12290193187072873,0.009572321129938036,0.06509254616685212,0.01295973459499746,0.18459102883934975,0.020273898253078005,0.07203000108711421,0.011938183950660793,0.024465909868013114,0.00507730209508366
48,Experiment 5@900,Experiment 5,multimesh,900,16,49,24.5,0.7561516737424014,0.043640212870560025,0.2150392523035407,0.021251190394430967,0.12393511785194278,0.009546394123425249,0.06575544667430222,0.013188945211673521,0.18775244988501072,0.02073063228402684,0.07238784898072481,0.01223688170228722,0.02455229841871187,0.005132331340441745
49,Experiment 5@900,Experiment 5,multimesh,900,16,50,25.0,0.7620354382901,0.04307461802606416,0.2175648957490921,0.02105930064846812,0.12405038857832551,0.009663721358196584,0.06562084332108498,0.013406810434133304,0.1900663562119007,0.021301637866240442,0.07226705900393426,0.012342827486950342,0.024303219164721668,0.005088932167251539
50,Experiment 5@900,Experiment 5,multimesh,900,16,51,25.5,0.7636868525607569,0.04334019623990772,0.21963956207036972,0.020860916636630915,0.1240614983253181,0.009514832965312822,0.06531391036696732,0.013452553148132845,0.19142659939825535,0.021230983580161327,0.07193914870731533,0.01224276310490669,0.024017982941586524,0.00495562835108017
51,Experiment 5@900,Experiment 5,multimesh,900,16,52,26.0,0.7631279487634358,0.044256202211429195,0.22164155822247267,0.020729666588427006,0.12421865202486515,0.00941366093752618,0.06493572145700455,0.01346479092401415,0.19219866394996643,0.020705245983510232,0.07168028992600739,0.01212125175293578,0.023607984359841794,0.004695346852664852
52,Experiment 5@900,Experiment 5,multimesh,900,16,53,26.5,0.7613807708793147,0.04659455592371971,0.22304608020931482,0.020734370807818023,0.12390071200206876,0.009498272327193202,0.06446461589075625,0.013429146956276406,0.1917345318943262,0.02031335258611037,0.07082460075616837,0.01173741493150404,0.023129676119424403,0.004430514709164528
53,Experiment 5@900,Experiment 5,multimesh,900,16,54,27.0,0.7613015530671957,0.04859752806136741,0.22428719885647297,0.02093152324874789,0.12378364754840732,0.009857730191107405,0.06397134275175631,0.013480603489108728,0.19148695655167103,0.020046992724825092,0.07050797692500055,0.011659288466469606,0.022747949697077274,0.004233214227633442
54,Experiment 5@900,Experiment 5,multimesh,900,16,55,27.5,0.7596563047942398,0.05209761179949176,0.22514429222792387,0.02121773147276483,0.12368432898074389,0.010224941438751025,0.06335286679677665,0.01355922794368913,0.1915008770301938,0.01955707045256086,0.07029051939025521,0.011505144419656829,0.022380248468834907,0.0041391585403845466
55,Experiment 5@900,Experiment 5,multimesh,900,16,56,28.0,0.7591749911151435,0.055947195915119666,0.22519741486757994,0.02143848446105426,0.12320059072226286,0.010465532631688843,0.06246491824276745,0.013595200932745717,0.19051232654601336,0.019082457034290807,0.06973511283285916,0.011513354626936848,0.02191717375535518,0.004107638720821035
56,Experiment 5@900,Experiment 5,multimesh,900,16,57,28.5,0.7585935875943394,0.05642161561318453,0.2249739170074463,0.021661575206972223,0.12249287776648998,0.010666433521405918,0.06140406150370836,0.013539747184889303,0.18965694960206747,0.018947654681178358,0.06896417262032628,0.01146531613283582,0.021359883248806,0.0040348978051664595
57,Experiment 5@900,Experiment 5,multimesh,900,16,58,29.0,0.7569886083638595,0.055857190719029275,0.22459006495773792,0.021752746182586814,0.1216602805070579,0.010815305004760824,0.06022897409275174,0.013412420157819327,0.1886010505259037,0.019110982685168757,0.0681089274585247,0.011677192914644422,0.02078670001355931,0.003938714440071015
58,Experiment 5@900,Experiment 5,multimesh,900,16,59,29.5,0.7562457803452888,0.05468926513487472,0.22370319068431854,0.021980731312576128,0.12056050449609756,0.010984570675371409,0.05881541850976646,0.013293322017482323,0.18649478256702423,0.019652698202497418,0.06686333916150033,0.01190921691573659,0.02010449580848217,0.003866538818752459
59,Experiment 5@900,Experiment 5,multimesh,900,16,60,30.0,0.7540678969380423,0.05335923978570059,0.22279689833521843,0.022170614493963323,0.11960925906896591,0.01114890046795523,0.057510028360411525,0.013205114232170155,0.18452670238912106,0.02039543863320188,0.06587514304555953,0.012181995887663777,0.019498504465445876,0.00383499438274624
60,Experiment 5@900,Experiment 5,multimesh,900,16,61,30.5,0.7525455992389547,0.051660961902850584,0.221876485273242,0.022337966396476294,0.11873181350529194,0.011317755954777327,0.056280840653926134,0.013091425111752408,0.18283137865364552,0.02088463169128569,0.06494596996344626,0.012378100035005918,0.01893297245260328,0.0038045186699932664
61,Experiment 5@900,Experiment 5,multimesh,900,16,62,31.0,0.7510194881321328,0.051461879790299744,0.22093978617340326,0.02232983072986263,0.11778561910614371,0.011327015946887785,0.055082136765122414,0.012865972318457508,0.18121900875121355,0.02111664004966895,0.06401714566163719,0.012634412197109183,0.018387528718449175,0.00376479762532312
62,Experiment 5@900,Experiment 5,multimesh,900,16,63,31.5,0.7489007866532544,0.04974673380863773,0.21988541819155216,0.022120476791960008,0.11681297374889255,0.011278028601844367,0.05388872465118766,0.01262355838810904,0.17924297228455544,0.021500395376197093,0.06298174685798585,0.013018124360691866,0.01785077399108559,0.0037531938556143725
63,Experiment 5@900,Experiment 5,multimesh,900,16,64,32.0,0.7456512502413692,0.04931627665576586,0.21912903804332018,0.02188593543890121,0.11599203944206238,0.011217722080261235,0.05283248983323574,0.01234404196869472,0.177726318128407,0.021920827485501875,0.06209699809551239,0.013400642605667864,0.017396183044184,0.003740239037259051
64,Experiment 5@900,Experiment 5,multimesh,900,16,65,32.5,0.7423901335068792,0.048755109182246896,0.21857686713337898,0.02162071047072549,0.11533282650634646,0.011117721005723577,0.05193926417268813,0.012097649310277833,0.17679159622639418,0.022266779216739307,0.06144943623803556,0.013899371674022902,0.017029086244292557,0.003717744724887434
65,Experiment 5@900,Experiment 5,multimesh,900,16,66,33.0,0.7389159972806583,0.048250076293043,0.21822310332208872,0.021322035550891967,0.11478008655831218,0.010910001137228424,0.05109936138615012,0.011832106074132846,0.17630805168300867,0.022680570145808255,0.06095674214884639,0.014377461066513858,0.01665196189424023,0.003653016549568643
66,Experiment 5@900,Experiment 5,multimesh,900,16,67,33.5,0.7361381317942329,0.04820475895971122,0.21787986997514963,0.021031314498637568,0.11427972838282585,0.010675676683737286,0.05025296681560576,0.011525916749848784,0.17562583647668362,0.023028122826088456,0.06032076198607683,0.014661103961478784,0.016214714269153774,0.0035418420811198724
67,Experiment 5@900,Experiment 5,multimesh,900,16,68,34.0,0.7336461833134256,0.048038040561107366,0.21760957222431898,0.02063002000180835,0.11381599120795727,0.010374557030362537,0.049467068165540695,0.011227051977750323,0.1749884383752942,0.02319490144691656,0.05965562048368156,0.014874301907667005,0.015794641221873462,0.00345401366478538
68,Experiment 5@900,Experiment 5,multimesh,900,16,69,34.5,0.7292270016414673,0.04752593319649205,0.21744415070861578,0.02010012878490444,0.11346877040341496,0.010044486617284906,0.04874193947762251,0.010881795524974536,0.17480712942779064,0.023128023030969405,0.05921573634259403,0.015210934625924674,0.015452005143743008,0.003405379031125973
69,Experiment 5@900,Experiment 5,multimesh,900,16,70,35.0,0.7254818737839335,0.04705548439516522,0.21715057734400034,0.01954966689773282,0.11310852644965053,0.009697348014621765,0.04801245965063572,0.010528931410686528,0.1745737697929144,0.023145105084101253,0.05880227638408542,0.01555319396696218,0.015101047873031348,0.0033383595174120624
70,Experiment 5@900,Experiment 5,multimesh,900,16,71,35.5,0.7213031975487615,0.046134624364997705,0.2166635049507022,0.019007521476458265,0.11265086894854903,0.009348157041997441,0.04722307459451258,0.01006311734635174,0.17383991833776236,0.023249070307574542,0.0581097025424242,0.01570578430746245,0.014702018874231726,0.0032549460810341996
71,Experiment 5@900,Experiment 5,multimesh,900,16,72,36.0,0.7165958147312861,0.04524111863686583,0.216243133880198,0.01841083187330443,0.11227135453373194,0.009075825307084222,0.04647496552206576,0.0096313798520713,0.1730171898379922,0.023251674935231302,0.05744223389774561,0.015760986197182136,0.014335028186906129,0.0032028393655577593
72,Experiment 5@900,Experiment 5,multimesh,900,16,73,36.5,0.7115104404118313,0.04462257498683686,0.2159390039741993,0.0176864781865392,0.11194178368896246,0.008752493334399224,0.04576694034039974,0.009125062541255136,0.17259181011468172,0.023101300972140616,0.05693117273040116,0.015855760309934987,0.014013766718562692,0.0031776967252272995
73,Experiment 5@900,Experiment 5,multimesh,900,16,74,37.0,0.7069652753917612,0.04357614233465667,0.2156374603509903,0.01692691740014595,0.11164290830492973,0.008454431264477133,0.045055435271933675,0.008624239804249504,0.17233294807374477,0.02305553951746005,0.05646502575837076,0.01598206562760702,0.01369197212625295,0.00316645185041674
74,Experiment 5@900,Experiment 5,multimesh,900,16,75,37.5,0.7025014447131773,0.04240185120896037,0.21528615336865187,0.016163441892276302,0.11133996909484267,0.008172908023197874,0.044364872854202986,0.008086130707119452,0.17207288835197687,0.0235028555809729,0.05600201478227973,0.01624933911465844,0.013377107214182615,0.003162240567167743
75,Experiment 5@900,Experiment 5,multimesh,900,16,76,38.0,0.6975109417687135,0.041456804507852746,0.21501659229397774,0.015347312707229476,0.111082396004349,0.007908583887515459,0.04368837783113122,0.007511304461457016,0.17201191559433937,0.02412482249097456,0.05562042072415352,0.016541213041598057,0.013073027250356972,0.0031561467526275886
76,Experiment 5@900,Experiment 5,multimesh,900,16,77,38.5,0.6930491857520666,0.04035154041508448,0.21483212802559137,0.014498190292760125,0.11090690130367875,0.007708126618984613,0.04304493358358741,0.006954533019264863,0.17197989206761122,0.02473418541885131,0.055240867426618934,0.016868920206059894,0.012761236284859478,0.0031800638587619777
77,Experiment 5@900,Experiment 5,multimesh,900,16,78,39.0,0.688795487706072,0.03883595029658295,0.2149546118453145,0.01374327903596789,0.11088505107909441,0.007572699210315071,0.0424732337705791,0.006393752643031574,0.17237977776676416,0.02519515753992411,0.05497870547696948,0.01712789250564812,0.012490593187976629,0.003185859842834791
78,Experiment 5@900,Experiment 5,multimesh,900,16,79,39.5,0.6840342741863177,0.03732400475419789,0.2152569182217121,0.013095605427312137,0.11094345897436142,0.0074811625443591875,0.04201969946734607,0.005905618129429519,0.17308044992387295,0.025637378164367577,0.054776838747784495,0.017391519584636746,0.012276421213755384,0.00320708384179232
79,Experiment 5@900,Experiment 5,multimesh,900,16,80,40.0,0.6794172904013767,0.03698921620482264,0.21575836185365915,0.012405240441538427,0.11113785393536091,0.007392693401966084,0.041629166807979345,0.005440070507864777,0.1740735536441207,0.025959653732019434,0.05462746089324355,0.017593427490638223,0.012076041952241212,0.003202327306544326
80,Experiment 6@900,Experiment 6,multimesh,900,16,1,0.5,0.9929433406795668,0.0035951314868834447,0.0021620488914777525,0.0007062649275299493,0.0014708684757351875,0.0005166097298800591,0.000619154980086023,0.00017884684032557356,0.0001475204985581513,0.00022713901686218361,0.00014082705115470162,0.0001732481660267162,3.8409272292483365e-05,3.261783198287894e-05
81,Experiment 6@900,Experiment 6,multimesh,900,16,2,1.0,0.9839638508530537,0.008919011158049833,0.003973105340264738,0.0009127072348211282,0.002685664891032502,0.0006217588790141716,0.001145589576481143,0.0002644993200685023,0.00036169332088320516,0.00027403259758147157,0.0003417559673835058,0.00020545825246383483,8.593408688284399e-05,4.9319613939358105e-05
82,Experiment 6@900,Experiment 6,multimesh,900,16,3,1.5,0.9670605951135666,0.015572523360045247,0.006811258586822078,0.0009564343713193094,0.004492050371482037,0.0006579389844780373,0.0018729313451331109,0.00035399446235229203,0.0009983801519410918,0.0003651055259698684,0.0007445013270626077,0.00024502052204929305,0.00017613802765481523,7.584670610482345e-05
83,Experiment 6@900,Experiment 6,multimesh,900,16,4,2.0,0.9524874972262021,0.022289944520589338,0.010386169888079166,0.0011937183058654136,0.006539669324411079,0.0007708499786824822,0.002640389109728858,0.000461271698064289,0.0021865856760996394,0.000570574689936631,0.0013584819498646539,0.0002803085425848145,0.00030583186980948085,0.00010267182070313424
84,Experiment 6@900,Experiment 6,multimesh,900,16,5,2.5,0.9357586640184384,0.030599765128535798,0.014474573428742588,0.0017520648136692507,0.008631013362901285,0.0009327806975656395,0.003451362455962226,0.0006478334417255489,0.004087179768248461,0.0008863709695416476,0.00219612882938236,0.0003024154109737268,0.000464571567135863,0.000127046901996969
